date,headline,ratings,reviews
17 January 2021,Can't wait what's next,8.0,Two episodes in and I just wanna say that I never appreciated enough Elizabeth Olsen and Paul Bettany as actors. Their roles are perfect. Can't wait to see what this show is bringing to MCU phase four.
24 May 2021,This Show Introduced Me To Marvel,10.0,
28 March 2021,An incredible error or television,9.0,"I watch marvel religiously and I am down for every single little adventure to come in the future! This series is amazing, from the set design to the visual effects. I have never watched a show with so much mystery and speculation, I was questioning what would happen next every step of the way. Unfortunately all the speculations went a bit far and by the climax I think most of us were disappointed.

Either way it's a phenomenal show with my only criticism being it could have delivered a bit more at the climax. Although most of the plans they was going to do was cancelled due to the pandemic and instead on 9 it was originally meant to be 10 episodes long. So I can't really blame it. Either way an amazing show and I really enjoyed it through from start to finish."
5 March 2021,A Great Start For The Phase 4 Of The MCU,8.0,
2 November 2021,GIVE LIZZIE A GODDAMN OSCAR AND MY NUMBER,8.0,
18 January 2021,Disney+ Knows exactly what they're doing,9.0,I don't remember the last time I was this hooked to a television show I am in awe thank you Marvel Universe for green lighting this my biggest worry is that this could potentially be the best of what's to come and I can only hope otherwise.
30 December 2021,extremely disappointed,1.0,"I was not a fan of this series or the characters. The action was subpar, the lines were cheesy, the character interaction was surface level, and everything the audience had worked for alongside wanda felt all for naught."
16 January 2021,Want more.,8.0,Superhero tv show with a 30 minutes black and white sitcom style comedy 😣 no thanls. Awfull stuff.
16 March 2021,Well it did make me like Vision...,5.0,
25 March 2021,At least it's evan peters!!,8.0,
7 March 2021,A Missed Opportunity,7.0,
16 January 2021,Pay attention to the small clues.,9.0,This show has a purpose. It's leading up to something big. Wanda and Vision can't remember anything from their past! Whenever things start to no seem pleasant things change quick. There's obviously something going on and we have to wait and see what it is. I loved the first 2 episodes. And stop saying it was an I love Lucy spoof. It was Dick Van Dyke! Learn you classic sitcoms!
7 March 2021,Great origin story,9.0,
15 January 2021,So intriguing!,9.0,"This can only get better. I am getting ""Legion"" vibes here. Oh how my hopes are high. Definitely need more."
15 January 2021,Disney reviews make the high ratings,1.0,"Its terrible i really wanted to like this show but its so bad dont waste your time. Believe the dislike for this show it is that bad.

Its funny how anything made by disney even the terrible still has good reviews."
1 February 2021,Truman show meets bewitched,5.0,"I thought that they come up with this story as a prank to test Paul Bettany and that Olson woman, but stange as it maybe it kind of works and gradually the cloak is lifted and the real story is coming out. This links directly to The Avengers films, not sure if its a prequel and this is her Wanda-vision of the future."
10 October 2021,Vision ... and vision!,8.0,"A totally unique plot. Wanda got Vision with her vision. Isn't it? I am astonished by the fact that how much effort Marvel gives to making those episodes totally similar to 70s or 80s sitcoms. Hats off!

Wanda Maximoff aka Elizabeth Olsen and Vision aka Paul Bettany! Wonderful acting! Their chemistry was so cool.

Though the first 3 episodes were kinda boring to me. I know it was a wonderful sitcom and I am aware of the fact that these 3 episodes were the main path of the series. But don't know, I'm not enjoying these first 3 episodes."
17 January 2021,Boring,4.0,"My brother stopped watching after 1st episode and went to the kitchen to watch youtube clips on his laptop instead. I seen 2 episodes, but think it's boring and annoying with the american style laughing tracks (like in Big bang theory)."
11 February 2021,Confusing but a worthy successor to endgame,10.0,
18 January 2021,Fantastic!,10.0,"Like a lot of people I would imagine, I was sceptical to say the least, however only after two episodes it's been excellent! Acting is first rate, the creativity very original and refreshing, and a story that keeps you guessing! Highly recommend!"
15 January 2021,Those who are expecting action straight away - STOP!,10.0,"I really loved it! The writing was clever and the directing was very good. It captured the 50/60s sitcom really well esp. the campy and tongue-in-cheek humor. There's a creepy feel in some parts which adds greatly to the mystery. Liz and Paul were both great and charming. Their chemistry is just so adorable. 💗 Kathryn Hahn was also amazing as Agnes.

It doesn't give too much yet (mostly those we've speculated from the trailers) but the little bits they added to tell us what's really happening was just enough to keep the intrigue flowing. I can't wait to watch the rest of the episodes!"
16 January 2021,A surprise to be sure but a welcome one,8.0,"Like a lot of people, I was really hyped for WandaVision but was a little skeptical as I did not know what to expect but I love Wanda and Vision, I love the MCU, I knew it was going to tie to Doctor Starnge 2 and I'm open to something new in the MCU and so far, so great.

Elizabeth Olsen and Paul Bettany are awesome in their roles. In fact, every actor is. They're clearly having so much fun and are are really entertaining and funny to watch and each actor has great dynamics and chemistry.

It's such an intriguing and creative premise as well. You have no idea what's going on but with the subtle hints the movie gets like when Mrs Hart comtinues saying 'stop' at the end of episode 1 and that radio call in episode 2. It just keeps me so intrigued and excited to see what's going on and I love how each episode seems to be set in a different decade and we also get to see Wands and Vision with their powers.

The humor hits really well most of the time but it's quite overdone and tries too hard I personally hate that stupid laugh and 7 minutes of credits bump it down but I cannot wait to see how the show continues and I have a feeling as the mystery gets unravelled, everything will become clearer so I cannot wait."
28 August 2021,An interesting concept,7.0,"This is a weird series for me; I actually started this series before Loki and F&WS but finished it last. The first 2 episodes, while interesting, didn't really pull me in as I didn't know where this story was going even with the episode teasers. It really wasn't till episode 4 that I found myself finally seeing the direction this series was going to take. This is definitely one of those slow burn kinda shows but once things get going they really get going. It becomes a more normal Marvel based property by episode 4 and frankly it was fun from that point on.

The big baddie reveal in episode 8 was terrific and the actress they hired to play her was brilliant. As I know very little of The Scarlet Witch lore; this did catch me off guard as I never read spoilers.

Did this really need to be 9 episodes? Probably not. Do I regret watching it? Definitely not. If you're a Marvel cinematic fan; this will be a must watch just to keep up with the whole universe as they always tie things together. I am looking forward to the next live action series with Hawkeye and perhaps the new Black Widow?. Till then I will watch MODOK and What If."
27 January 2021,Just Awful,5.0,Got to the 3rd episode and sadly it's not getting any better. There's probably about 2 minutes each episode that's worth watching.
5 March 2021,"Great Show, Mediocre Finale",9.0,
6 March 2021,Blast from the past...,10.0,Great series! It a good to see something a little different from the norm😊
16 January 2021,Sucks,3.0,"Wtf. 1st two eps. Mostly cringe. Maybe cracked a smile twice. If I wanted to watch an old sitcom I would, but I absolutely don't... expecting something that was different but not this."
6 March 2021,Literally Spellbinding.,10.0,
26 February 2021,Great,10.0,Worth every minute really expected this from marvel.
26 February 2021,One show to go and not sure how to get through the week till it airs!!,10.0,"Week on week this show confounds expectations Growing from a slow paced pastiche of 50's sitcom right though to now with a balls to the wall full on Marvel Epic in 25-30 minute chucks One to go and I personally can't wait Then it's a waiting game for Marvels next box of tricks

We are truly in an age of television that goes above and beyond the normal Not just film stars taking tv roles but big screen films that want to tell a longer story than 2 1/2 hours so they're giving us a group of 9 episodes for freaks and geeks to pick over looking for Easter eggs or clues to the next big reveal Has a series ever had as many channels devoted to every frame on YouTube and it's not even finished"
7 February 2021,Imagine...,10.0,Imagine being one of the people that gave this show a 1 star in episode 1 or 2 and wrote it off...
23 January 2021,Amazing Show even though not a Marvel Fan,9.0,"Even though that I'm not A Fan of Marvel at all but this show is so different for me , it's so amazing , definitely one of my favorite tv shows of all time"
19 February 2021,This is just incredible 🙌🏽,10.0,
20 February 2021,Unexpected plot,10.0,First episodes were kinda boring.but it gets better and better.full of excitement. perfect start for phase 3.
16 January 2021,A storm is coming...,10.0,"People need to wait it out before bashing this show.

It was always supposed to start as a sitcom-like weird reality that Wanda has created for herself. Don't treat this show like your average MCU content.

This show is going to blow everybody's mind. Wait out the rest of the episodes and you will for sure get your old MCU-goodness with alot of mind blowing stuff coming your way."
24 January 2021,fails on every level,1.0,"Not sure what they are trying to do here. i watched 2 eps, its not much of a marvel show so far... its like an old sitcom but somehow made even more shallow. it sucks as a sitcom, it sucks as a marvel show"
15 January 2021,worth the wait,9.0,"I see negative reviews on here and i do not understand. this is fun, epic, and an interesting superhero show unlike anything seen before. the writing, music and sets really take me back to what sitcoms used to be. the writing and story makes me question what is happening and what will happen. Marvel entered phase 4 right. can't wait for the next episode."
12 September 2021,Waste of time,2.0,"Marvel did a great job to hire ""reviewers"" and score such a great rating here but in reality, it is such a boring, bad and dull attempt to be original.

Really, waste of time."
17 May 2021,Just watch it patiently,6.0,"This is an good show from marvel . Definitely you should watch for more magical marvel vibes .

Just watch it patiently because you may get bored in episode 1-3 but if you watch it patiently then I can say your time will not gonna waste ."
7 March 2021,"An inventive, daring dive into the great beyond of the post-Endgame MCU",10.0,'WandaVision' is a creative triumph of television which will excite you for the next phase. It's bonkers; it's emotional; it's the perfect proof that Kevin Feige and co. have more surprises up their sleeve yet. Go in with an open mind and enjoy the show!!
16 January 2021,One word review,1.0,Its pure TRASH . Watch it on your own risk if u have nothing better to do
15 January 2021,Short episodes and not much content either!,5.0,"Wanda and Vision are the two below average and most boring characters in MCU (movie universe) despite their massive powers. So my expectations, though not low, were not high (definitely not nearly as high as for Loki). Still, the two episodes managed to disappoint me for two reasons- very, very short episodes and very less content, nothing much happens in the whole two episodes. The only reason I will continue watching the series is the anticipation of some interesting and big things in the future since it's MCU and they likely have spent a ton of money on this. Hopefully it gets better, but based on the first two episodes, it's just 5/10 from me."
7 March 2021,Honest Review of Wandavision! So far so good.,8.0,"Hey IMDBers and non, welcome to honest reviews!

Wandavision is so far, a really good marvel series. I've seen a lot of people complain about how confusing it is, and I don't disagree, but I see no reason to get upset about it. It's a mystery series more than action and sci-fi. Therefore, it's supposed to be like that.

Okay I get it. It's much different than anything we've seen. But I just ask that all you Marvel fans give it a shot. I haven't watched the entire series, heck, I'm only on episode four, so the rest could be horrible. However, I have high hopes and expectations for the rest of the series.

If you're looking for a kid friendly yet slightly disturbing mystery show that slowly explains itself, watch it. The actors are great, the story is so far great, and the cinematography is done really well too. It's confusing, but it's worth it in the end.

Now, remember, if you're looking for a sci-fi with lots of action, classic bad guys and a simple storyline, this ones not for you. I still recommend you watch it if you're a Marvel fan, but if you aren't, I see no reason for you to watch it. If you're looking to get into Marvel, I would suggest you watch Captain America: The First Avenger first. It's got all that action that Wandavision doesn't really need.

So in conclusion, great show so far. Looking forward to the rest of the series and would recommend strongly for all Marvel fans. Confusing? Yes. Brilliant? Also yes. I'll see you next time, enjoy the show!"
6 March 2021,"Uhhh, no",3.0,
15 June 2021,Nothing happens on this show,3.0,"Long, drawn out gimmicky plotline. If all the episodes were joined together and cut down to a 2 hour runtime, you would get a 4/10 movie, so would not be much of an improvement. Just another miss by Marvel in a long string of misses that I am sure are yet to come. How the mighty have fallen, I fear Infinity War will remain as the last of the entertaining marvel projects."
1 July 2021,Started strong,6.0,"This show started with a creative premise, but quickly devolved into your typical superhero story with cheesy, unbelievable sci-fi tropes and banal fight sequences. Not worth watching past the first few episodes if you're not a fan of the superhero shtick."
16 October 2021,An absolute nonsense! Trash,1.0,"Don't even waste even a second on this. It is dreadful.

How do they get away with this trash!? Dreadful! Not worth a watch. People who rated this 8 out if 10 are literally barking...m."
17 January 2021,Clever and artfully done,10.0,"I wasn't sure how I feel about this approach at first but the more I explore it, the more impressed I am. There's just so much happening in the background here that you'll keep finding new tidbits to keep you hooked each time.

On the surface it feels like a tribute to classic sitcoms- Wanda and Vision are your regular suburban couple- he goes to a 9-5 job, she does chores and they both crack cheesy jokes while trying not to stand out too much from the rest of the neighbourhood. They go as far as shooting in front of a live audience, in black and white, using old reels and camera tricks instead of CGI. It's impressive really. If I didn't already know, it would be very hard for me to tell that this was filmed last year and not in the 60s.

But don't be fooled by the cheery facade. Because underneath it all something really dark is going on. There are hints throughout and you can just tell something is horribly wrong and Wanda is not ok. It's only a matter of time till this entire act unravels and all hell breaks lose.

Elizabeth Olsen and Paul Bethany get a chance to showcase their versatility as actors and they don't disappoint. The direction, cinematography, make up and set design are well done too. A+ for commitment! I was not expecting this from Marvel but I sure as hell appreciate it!"
20 June 2021,Brilliant,10.0,"Give this a chance. This is a beautiful portrayal of love and hope, grief and trauma. Elizabeth Olsen portrays Wanda so heartbreakingly that it is easy to understand her reasons for doing what she does. I absolutely loved this series. It was emotional!"
16 January 2022,A masterpiece,10.0,"The first couple of episodes were a bit confusing. But after watching the whole series: it makes sense, and it's amazing.

Elizabeth Olsen has always been underused in the MCU movies, and I'm so glad she had her solo project. We really needed to see more of her character and how complex she is. WandaVision gave us the informations we needed in the post-endgame era about Vision and Wanda Maximoff.

The writing is very good. And I wasn't for a Marvel project to deal with grief and depression like that. It's very refreshing.

This series deserve a 10/10 because of its originality, because how unusual for a superhero series to be this way. And it's a very good introduction to ""Doctor Strange in the Multiverse of Madness""

WandaVision has a high rewatch value. Be careful, you might end up like me and watch it 4 times.

If you're a sitcom fan, and a marvel fan - this show is for you. It's fun to try to spot sitcoms references that once filled our childhood.

Also, you might see some familiar faces in this series..."
6 March 2021,Strong start terrible ending.,6.0,
17 February 2021,Just Awesome,10.0,When you will see this series after 3rd episode You can't wait for next episode.. Series will be better and better ..
15 January 2021,Incredibly Boring,1.0,What a waste $25 Million Dollars A episode don't know where that money went. It was such a disappointment I honestly don't know what the hell the producer's were thinking the story is basically non existent and has nothing to do with the Marvel Cinematic Universe other than Having The Scarlett Whitch and Vision in name only. Wish I could give this 0 stars.
26 March 2021,Good start to Marvel Tv.,8.0,Wandavision is an amazing start to the MCU getting its first show on Disney plus. Each episode was different from anything I've saw any show do before. The sense of wonder why watching it wondering if this is real or fake kept me on the edge of my seat each episode. Can't wait to see more from Marvel with Disney plus.
10 February 2021,"Turns out that you actually need a brain, in order to appreciate cerebral stuff... Who knew.",10.0,"Those who talk smack, are the same people that always jump to the second half of Civil War. I'll just wait to see how stupid you're gonna feel, when we are going to have all of the episodes edited together. As for hurt WB fanboys, you better go obsess over a videogame-looking director's cut, complicated is not for you."
15 January 2021,Wandavision is Disaster,1.0,I saw the first two episodes and they sucked. This is degrading all the previous good work that we know off in MCU.
27 February 2021,Awesome doesn't even begin to describe,10.0,"Slow first 2-3 episodes due to the back story buildup(the reason why the overall rating is not at least a 9.2/10), but I hung on knowing Marvel studios couldn't disappoint........and they didn't. Elizabeth Olsen legit deserves an Emmy nomination for her acting. Simply legendary, if you're seeing this and haven't seen WandaVision, start now!"
20 January 2021,OMG,1.0,"What utter drivel. I dint wan't write anymore than that but apparently my review was to short so in addition, How desperate were the actors ?"
15 January 2021,Jumped the Shark,2.0,MCU have really jumped the shark with this pile of trash. I can't believe Paul Bettany agreed to film this.
16 February 2021,Obsessed!,10.0,"It's the highlight of my week when we get a new WandaVision episode! This is next level television, nothing short of that Disney magic. Elizabeth Olsen is fantastic in her role as Wanda Maximoff, her face never fails to say a thousand words. She's the star of the show! Also I must praise Kathryn Hahn for her performance. 10/10 can't recommend enough."
16 April 2021,Loved it!!,10.0,Best marvel series so far Expecting more series like this.
29 August 2023,if only it was independent,4.0,
29 January 2021,Ep 4 is freaking Awesome!,10.0,
18 March 2021,Very captivating and totally worth the time,7.0,The first 5 episodes were very captivating and I totally loved the cliffhangers My hopes were totally raised while watching the series but the finale would just leave you in disappointment
27 July 2021,Very painful slow start but gets better,6.0,"If you've watched all of the Live Action Marvel Movies released by Disney of course you will find yourself watching WandaVision. Who doesn't want to find out what the aftermath of one of the Avengers after End Game. The simple fact that this show is Canon to the Marvel Cinematic Universe will compel you to watch it.

Getting through the beginning of this series was rough. The first three episodes do not feel like a Marvel Movie but rather you are forced to go through sitcom like episodes of the past that are similar to the programming of old Nick at Night cable channel.

You can definitely see the Disney influence in the campy nature of the show. Fortunately once you get past the first three episodes the show picks up steam and you'll start to enjoy the show again as we find out what is actually going on.

The final episodes are the highlight of the show but you have to go through some cringe worthy episodes before you get their."
4 March 2021,Exceptional show,10.0,"You can tell the plot of this show has been thought out very thoroughly from the first two episodes being released at once, to the reveal in episode 7. I personally enjoyed the first to episodes but understand that they were slow, it is not fair to rate a series on the first 2 episodes out of 9! In all, an excellent show!"
15 January 2021,I want my 44 minutes back,1.0,Watched the first two episodes and all I want is that time back. I have no idea what the people behind this series want to do but they failed miserably
3 March 2021,Innovative and yet just pure pure pop culture,10.0,"It is so refreshing to watch a blockbuster show actually daring something completely off and yet be just purely entertaining. While it may not fully speak to a younger audience, growing up with the Marvel Movie Franchise, it will certainly resonate with an older generation of movie buffs and/or TV audience that actually experienced how movie making or, more particularly TV shows, were done. All the while packing it into a new costume. And the result is worth watching. I am not a Marvel fan of any sorts, but I was hooked from the first moment. This is about creating something unique and new, not about satisfying the costumer. I am still surprised how they got the show done. Brave and innovative. As the plot unfolds, nothing new awaits, but how it is executed and portrayed is truly superb. This is both an hommage to filmmaking and innovative in the same way. They pulled it off. I gotta applaud that by giving it a full 10"
16 January 2021,Shameful exploitation. Don't waste your time on this.,1.0,"For biased fans, please don't just rate 10 just because you want it to have a high rating. Be honest with yourself. Is this what you really consider a 10? If I'm generous, I'd give it a 4.5 and I really wanted to like it. ! It doesn't really help the show to get better and the producers won't seek to improve it.

This show is supposed to be a Comedy in which I finished 2 episodes so much as a smile. I waited and waited. Please watch the show and then give your honest opinion.

I gave it a chance and if I'm 100% honest, this is extremely lame. Maybe it was aimed at the Disney children's crowd, even then it falls short."
22 January 2021,Confused But Intrigued,8.0,"The weird parts in the show are mildly interesting, but there are a lot of boring parts as well. I genuinely was confused after watching the first episode. Watching the second helped the show gain my interest, but I don't understand the overall goal of the show or where it fits in the timeline. Paul Bettany is the only reason some of the jokes land, but I do believe the show is trying too hard to be comedic. All the scenes with women are a bit weird and many seem overacted. I only hope as time goes on the show becomes less confusing."
19 February 2021,Dragging,2.0,This is like watching a boring movie that takes forever to get to the plot. Disappointed that I had to wait for this(pandemic). This is supposed to be about super heroes. I'm not interested in their mental health issues unless there is tons of action and so far action has been at a minimum. That'll teach me to expect action in such a genre . Hopefully falcon & winter soldier will have more action and less about feelings
23 January 2021,Overrated so far,7.0,"First 2 episodes was weak boring and weird. I get it, its the Jetsons, I dream of Jeanie, bewitched, the honeymooners and a few other throwbacks wrapped into one. I thought something anything would happen and nothing. I'll give it 1 more episode then deuces."
25 January 2021,Mockery not funny,4.0,"First 2 episodes were new not interesting. Mocking early television is an interesting way to get viewers but not my money. 3rd episode i was asleep 10 mins in to it.

Thanks but i will skip future nonsense."
3 March 2021,Zero stars,1.0,"Doesn't seem to have any clear plot or direction. Just all over the map. May as well watch ""I dream of Jeannie"""
16 May 2021,Amazing Marvel Series!!,9.0,"To be honest, the overall series was amazing. None of the marvel movies or series made me laugh this much. It is a great series filled with action, comedy and romance. It was good to see old characters like Darcy and Monica.

If you are a Marvel fan, a must watch series."
28 March 2021,A must watch for MCU fans.,10.0,
5 March 2021,A great feat for Marvel Studios,8.0,"Here I am writing this review exactly an hour after finishing WandaVision. I have to say that Marvel knows how to play the game. Every aspect of this series is well developed as well as the acting by Paul Bettany and our Scarlet Witch Elizabeth Olsen is brilliant. I guess, this is only the beginning and there are many more mystical subjects yet to come in the future. I am rating this series 8/10 because I feel that they had wasted an opportunity which you, the viewers will come to know after finishing off the finale. Keep it up!"
11 October 2022,Intriguing,8.0,
6 March 2021,Slightly above average,6.0,"The story is a good one, as most Marvel stories are. This is no different, but there are a few kinks in how they told the story. The first three episodes were pretty boring. Very little action and a lot of references to things that most people, even huge fans, would have no clue about. There were a few neat surprises, which I won't spoil here. Episodes 4-8 were great. However, the ending fell kind of flat due to some lame reveals and a lack of promised cameos. In the end, most fans will appreciate it, but it will leave you feeling somewhat underwhelmed."
2 March 2021,"Love Wanda Vision, small spoiler, very small",9.0,
26 February 2021,Have you watched previously on MCU?,6.0,"To begin my review I must say that I'm no comic books fan so I don't follow MCU movies (dropped since the second Thor because I was only 21 then and I have overgrown these brainless movies). I believe all of them comic books adaptations to be shallow, superficial, plain dumb and I base my opinion upon everything I've heard and every little homework I had to do while watching WandaVision but more on that later.

When I've seen the first glimpse of this show I was surprised: it showed me some black-and-white old style sitcoms in the vein of I love Lucy, The Dick Van Dyke show and Bewitched so I naturally was pumped because I love old Hollywood and I absolutely adore those shows. So I decided to give this show a go, what the heck, I've nothing to lose. But what I had to lose was too much time on it.

The first three episodes were very good right up until the ""real life"" started interfering. I didn't understand all those Easter eggs and references so I had to watch some guys on YouTube explaining me every little detail, telling me their little theories about this and that, what they think will eventually happen, who is the real villain, who killed whom to get what... After some point I realized I could not enjoy the show without doing this homework after every episode because the more I watched the more answers I needed (I guess everyone did) but the way those guys (I don't want to call them nerds - professional comic book fans should sound better) were so eager of each episode coming out and how they translated to me that this character is from this comic and how the MCU universe expanded with the addition of Fox to Disney and what heroes have doubles in parallel universes and how is it possible to die and be reborn and then not die or WHO CARES! I don't watch the show or a movie, any show or movie, for the purpose of researching it first so I can make heads and tails out of everything - it's not what a good quality picture should offer. I guess people from the cinema industry are so sold on the idea of making sequels, reboots and remakes so they forgot most of the original ideas, there are still plenty of those, but are not used for some reason. Do you guys think people are so dumb they want to watch a neverending TV show? Santa Barbara days are gone, deal with it!

The main problem is the audience of WandaVision. It's for MCU fans only. They will not get the references to the classic TV shows, mostly, but all the rest they will eat with skin and give it the highest praise possible (and I see it happened already with a total score of 8.3 as of Feb. 27th). All the rest of the viewers will just be confused as I am and after a certain episode (in my case, 8th) they will stop watching because the further the mystery unravels the more you lose the grip of it because you hadn't paid attention to ""Previously on Avengers. NEVERendgame"".

Don't get me wrong, the show is made beautifully, the script is fine (every little detail is noted and everything has its place - as the professional comic book fans kindly explained to me), acting is very good but not great, effects are outstanding and why should it be otherwise? It's Disney and they will not make a bad job. They even tried and paid homage to the old classic shows which adds some extra points to my review but overall I just don't see how it can be interesting to any non-MCU fan. No one starts watching the show from season 6 or reading the book from chapter 12 but WandaVision is exactly that season 6 and chapter 12. The saddest fact though that after episode 4 the show becomes less and less about Wanda and Vision and more about some other characters and that all in the end is supposed to build up for some upcoming movie from the franchise. I don't want to spend my time watching endless movies about endless characters that seem to never fully die anyway."
16 January 2021,Can you give less than a star ??,1.0,What a shame. It's an embarrassment to the great universe we have come to love
16 January 2021,Average entertainment,5.0,Plain and simple. Its the Truman show mixed with the twilight zone. In my opinion the sitcom angle might lead to another mcu villain from the Xmen universe which Wanda is also a part of. Mojo just a guess. But if you didn't care for these characters before the show. Dont waste time its average and not interesting.
19 January 2021,Only saw first two episodes,10.0,I love the risk taking. I love where we are and excited to see where we are going. Not for everyone. Butttttt for me!
5 March 2021,"Now if I don't give a perfect 10, then when shall I?",10.0,"I am crying now. Just watched the season finale. Quite different from what I expected to see. But, personally, it's just perfect to me. Oh Scarlet Witch, you're my new found love...."
11 March 2021,Agents of Shield Level,6.0,"I get it that this may be aimed at a younger by Disney audience, but I found it to be just meh. Agents of Shield was more interesting. The vintage stuff will probably just be weird for kids, such that they will get bored. This goes on far too long in order to stretch out the series. And, the intrigue, when it finally starts, just doesn't hook you in as a Marvel fan or anyone else. I won't be back for another season. If Falcon and Winter Soldiers doesn't step it up, I'm done with Disney."
17 January 2021,One the best creation made by Marvel,10.0,
26 January 2021,So boring,1.0,Three episodes in and nothing of substance has happened. I will hold off watching the next episodes to see if the reviews state that the show has finally turned the page from it's goofy 1960s sitcom but I am not at all confident that it can be saved at this point.
7 June 2021,"Disappointing Second Half, But Great Start!",7.0,"Watch this series for its homage to Hollywood iconic series. It is interesting with plenty of laughs.

Sadly the laughs ends when the main plot starts, which honestly is nothing great. Even the revelations feel boring and you just hope for it to end."
31 January 2021,A bridge to the next phase?,9.0,"This show's development reminds me of how 'Agents of Shield' progressed from somewhat boring and clichéd to adventurous and creative. Episode four is the point, I hope, where this one takes off. Yes, there have been tiny glimpses of what lies beneath the cheesy sit-com surface and none more so than the closing sequence of episode one but now the cat is almost out of the bag.

Being unsure of the direction it will take, I am pondering if this is being used as a bridge to the next phase of the MCU and the introduction of new and less familiar characters. We shall see.

The production values are good, the visuals are what we have come to expect from the Marvel studios and the humorous touches are subtle, not over done. I have high hopes and will keep on watching.

Irrespective of the reviewer comments, opinions are subjective and I think the whole thing needs to be seen to really form a conclusive review. Mine may change but for now, I am enjoying it."
15 January 2021,So boring,1.0,"Not worth anyone's time. Nothing interesting about it, just plain boring."
4 June 2022,"A Slow Start, But Utterly Compelling With Wanda At The Lead",6.0,
17 January 2021,Refreshing,9.0,
6 February 2021,First Three Episodes Are Great...,9.0,
19 March 2021,Wanda Vision Web series,10.0,Best web series until in marvel all characters are awesome specially Scarlett witch and white Vision awesome
16 January 2021,Splendid 😺,10.0,"Super hot fire, no fr tho cause why is it actually so good, idk why but like I love it.It's exciting to think about what there gonna do with the show, and it also is a very great way to bring marvel universe into its next phase."
8 May 2021,"Unique, solid series.",9.0,"Loved this series! I think this was a great first entry into TV for Marvel Studios. Unique and different from their past movies. The incorporation of the sitcom aspect was a brilliant idea in my opinion. It worked well for the show and the actors. The cast was really able to shine as a result. Elizabeth Olsen, Paul Bettany, Kathryn Hahn, and Teyonah Parris all excelled in their roles and nailed the multiple decades of sitcom acting. Great performances. My only real critique was the ending of the series, specifically the last episode. They didn't fully stick the landing there. Several characters like Monica didn't really get their due as I feel they were set up to and supposed to. But overall it was an enjoyable series and ai would 100% recommend it to anyone questioning whether to watch or not."
31 January 2021,PERFECT!,10.0,"As the story moves on, it gets more exciting . character art is so good."
5 February 2021,Get past the first 3,8.0,Get past the bizarre first 3 episodes (they are intentionally bizarre) and you will be rewarded in ep 4 and 5! And the show pulls it all together brilliantly if you turned off after the first couple then you really should pick the show back up.
3 June 2021,I dont know who rate this show so highly it gets 8. it's 5-6 at most,5.0,"The 1st 3 episodes is too long and boring, shouldve cut it to just 2 episode.

Most of my friends drop watching it on 3rd episode I tell em to continue because it does get better on ep4 onwards.

Afterwards the unveiling of main villain and finale is good.

But the ending is meh. You know kinda the end you wrote when you was a kid on your english essay some story and ends it with ""suddenly he/she/they woke up and it all were just a bad dream!"" ending.

Ugh.."
5 March 2021,Underwhelming,1.0,"Underwhelming with a lot of build up and no pay off. Really disappointed with the end, similar to a game of thrones experience."
23 January 2021,One of Marvel's most Ambitious Projects,10.0,"What people seem to not understand about Wandavision is that it's supposed to be corny and is supposed to mirror sitcoms from the 50s - 90s. Each episode is from a different era such as the 50s or the 60s or the 70s. The show is great at providing enough mystery and weirdness to keep viewers watching. Casual Marvel fans will bash this show for being ""too weird"" or ""slow and boring"" but as each episode progresses the more the plot thickens. This show is phenomenal and I would definitely recommend it."
15 January 2021,"Mysterious, intriguing and littered with Easter eggs.",10.0,
28 January 2022,Twisted morals,5.0,
5 March 2021,Underwelming i dont think it was worth the wait of 9 weeks,8.0,"Honestlu Idk i have mixed feeling about the show some things were good some were not tyat good i just hope that they will take the end-credit scene and do something intresting with it. A lot of tease but not a satisfying end, but seen the track record of marvel they could surprise us i had faith that after quicksilver they will introduce Xmen but no i thought after seeing all the magic and spells they will bring dr strange but no."
9 July 2021,So Entertaining,9.0,Great to have something different to offer the MCU. A compelling concept and pretty good execution.
12 April 2021,Splendid!,9.0,
15 January 2021,Keeps you guessing guessing n guessing. N the best thing of this series is ELISABETH OLSEN!!,10.0,Marvel cinematic universe is back with a bang!! This show just keeps you guessing what will happen next and will compel you to watch the next and the next and the best thing of this show is ELIZABETH OLSEN!! She deserves oscar for her role as wanda in this show.. i mean if someone says these comic movies and shows doesn't have any acting.. i would love to show them what she has done with her role!! Wandavision is something that hasn't been done by marvel or dc before!! Worth watching!!
31 January 2021,Best Marvel Show?,10.0,
1 March 2021,As good as I expected it to be.,8.0,
15 January 2021,Haters will eat their words,10.0,"At the end of phase 4 we'll see how connected this all is, its part of the bigger picture.. The shows just started, you'll be wondering why you didn't have any vision.

xoxox"
1 April 2021,Overrated,5.0,I can't understand the fairness of Marvel fans. There is no worse blind than the one who does not want to see. An average series nothing wow.
19 January 2021,Well well well......,1.0,"I looked forward to being entertained by some well written screen play with a quality cast.

But .......I soon realised episode 1 was not funny, not clever , not entertaining or even hooked in anyway. But hope was held onto that episode 2 would be better....but I was left thinking that I had been in a time machine and missed the 80's, 90's ,oo's etc.....it's probably the worst mcu I have seen. I feel for the cast as I'm sure they have been contracted before they read the script to do this. So sorry ! It's so so poor . It's not clever at all. Anyone that thinks it is please stop taking the ketamine"
17 January 2021,Just because it is diferent doesnt make it bad,10.0,I had a great time watching this. It was creepy and mysterious especially the second episode
