date,ratings,text,negative_score,positive_score,sentiment
2021-01-20,3,episodes care sure huge pay end isnt holding interest bother like different like new haircut without personality haircut,0.135,0.517,POSITIVE
2021-05-16,10,brilliant serie something special regular marvel content first couple episodes guessing theorising treat start finish acting incredible writing terrific characters beautifully well written superhero fans must see,0.0,0.718,POSITIVE
2021-01-15,1,incredibly disappointing never written review positive reviews forced hand first episodes dull forced boring unoriginal show would bomb fail fail bomb didnt mcu backing dont understand rating overall supposed comedy im assuming didnt even crack smile,0.579,0.101,NEGATIVE
2021-06-16,9,great beginning middle good end fantastic show every actor excellent job happy biggest fan mcu,0.0,0.871,POSITIVE
2021-02-18,1,tuned turned wife dislike elizabeth olsen already knew going painful watched first two episodes want hour back dont go gets better shouldve great right start also applies everything life,0.115,0.362,POSITIVE
2021-01-15,10,change superhero universe expect yes episodes released today people hate show much say boring wait till last episode judge sitcom still dont know marvel disney releasing episodes per week mandalorian something like things control wait next episodes,0.314,0.096,NEGATIVE
2021-06-19,10,loved show lot cliff hanging marvel show yet awesome story starting real bummer meant boomers amazing thank u marvel show,0.049,0.728,POSITIVE
2021-01-29,10,watch show anyone age probably difficult time appreciating show mix marvel x files brady bunch one better concepts marvel came well done,0.086,0.364,POSITIVE
2021-04-04,8,truely amazing incredible acting around really makes immersive experience one minute feel like youre watching sit com boom back marvel action,0.0,0.475,POSITIVE
2021-03-05,8,excellent show different mcu movies first doubts show kept proving episode episode wouldve given ending cliffhanger mean ive enough cliffhanger throughout whole show thought ending shouldve given closure fine show great enjoyable recommend anyone didnt watch cuz really awesome great idea good plot holes yeah thats,0.017,0.711,POSITIVE
2021-02-27,4,great expectations highly detailed carefully executed tv series unfortunately doesnt take risks jokes humor basically theres almost story well engineered disney sandwich level big screen marvel terms story telling,0.08,0.511,POSITIVE
2021-03-30,10,wow totally top well done didnt think going like got better better ws creative great performances,0.045,0.744,POSITIVE
2022-01-21,8,enjoyable refreshing something different although felt first two episodes dragged gimmick bit long chemistry wanda vision great see got first tv series end biggest surprise russia dvd box sets years ago,0.024,0.458,POSITIVE
2021-01-16,10,love show show amazing im never going look characters watching mcu film love seeing old style sitcom situations mystery behind unique mcu needs right good change pace cookie cutter stories weve gotten used,0.0,0.512,POSITIVE
2021-09-02,10,wandavision fantastic show every actor excellent job happy biggest fan mcu,0.0,0.836,POSITIVE
2021-02-14,9,wandavision episode first two episodes basically sitcom people would get turned next episodes good recommend watch,0.0,0.491,POSITIVE
2021-01-15,1,horrible funny worst marvel show ever created reading mixed reviews decided watch open mind ive long time marvel fan plus years show complete letdown show funny satire poorly written feels like cheap rip love lucy dream jeannie,0.461,0.243,NEGATIVE
2021-07-03,8,really fun different episode got better better revealing little week interesting love wandas acting vision great glad guys got spread wings good job,0.0,0.724,POSITIVE
2021-02-09,9,wow double wow class glass first three episodes drew watching american tv nostalgia entertaining plods along thinking heck watching made aware something right weird safe reality comes episode four cant say anymore fantastic marvel disney stand applaud,0.223,0.31,POSITIVE
2021-01-16,1,fell asleep watching sorry boring hell honor shows like love lucy bewitched bit pleasentville sadly insult instead honor thing also funny see star ratings came even release date,0.404,0.281,NEGATIVE
2021-04-02,7,great start okay finish wanda vision pretty good sitcom aspects fun seeing weird things happening affects unfold interesting show didnt finish particularly strong opinion last episode pretty good two werent good would definitely recommend watching,0.072,0.709,POSITIVE
2021-02-07,10,marvellous show compelling storytelling complex characters wandavision marvellous debut television mcu develop characters much meaningful ways add complexity storytelling expanding universe new uncharted territories wandavision surprisingly skilful emulating sitcoms decades setting tragedy witness later season show elevated another layer mystery including really pulling strings facade torn elizabeth olsen paul bettany blast olsen particularly stands one career best performances impatient viewers would suggest stop watching show weekly binge entire season episodes,0.108,0.273,POSITIVE
2021-02-20,3,boring boring figured would get better goes hasnt,0.786,0.0,NEGATIVE
2021-03-14,9,amazing mcu tv show watch mid post credit scenes big fan mcu show pretty awesome granted tv show really liked agents shield tied mcu films show tops also recommend set time watch least first episodes one sitting plus right available disney first bit slow paced might tend bit boring ideally starts making sense towards end episodes,0.106,0.449,POSITIVE
2021-01-15,7,marvel tried twilight zone skeptical hear marvel making shows enjoyed agents shield failed really impact storyline mcu said wandavision far pretty fascinating nice spin classic sitcom first two episodes love lucy type black white family show elizabeth olsen paul bettany fantastic duo perfect cast show really interesting creators able create personality otherwise side characters time screen together far best part commercials remind black mirror twilight zone episode im really excited see next combines spider man doctor strange,0.036,0.567,POSITIVE
2021-05-10,8,gotta love marvel universe started bit confusing lost interest bit last episodes cha hed everything really well done leads great finish hope season loose ends really love olsen bettany brilliant didnt think would like really grew glad stuck,0.193,0.576,POSITIVE
2021-01-16,1,expecting possibly due us didnt get show theres reason types shows dont exist didnt take uk love marvel dull get marvel wanted something bit different wasnt expecting like may well done run shows around years ago,0.178,0.168,NEGATIVE
2021-02-20,10,expect unexpected weird writing makes show unique epic,0.059,0.732,POSITIVE
2021-03-05,8,want marvel superb finale endgame lot us worried come next anymore stories tell yes yes covid gave us new marvel content year black widow kept delayed future mcu didnt look good marvel released gem disney plus wanda vision simple story woman mourning surrounds intricately layered mystery loving homage sitcoms center disney decided make genius move release episodes one week time keeping mystery intact leaving tons room speculation wandavision certainly isnt everyone quirky eccentric little corny sometimes dont blame anyone least shows plethora opportunities mcu move forward im glad marvel made bold choice im glad choice rewarded cant wait falcon winter soldier black widow loki spider man im sure wont disappoint,0.094,0.39,POSITIVE
2021-03-19,10,wandavision great fantastic show every actor excellent job happy biggest fan mcu,0.0,0.876,POSITIVE
2021-01-15,8,purdy good first two episodes see people say boring first two episodes arent gonna immediately hop action episodes meant like older shows cheesier know second one modeled bewitched ig well see happens next week intriguing show tho,0.158,0.382,POSITIVE
2021-05-29,10,classic marvel studios terrific series acclaimed marvel studios dont miss,0.0,0.793,POSITIVE
2021-01-25,9,funny first episodes 3rd better onwards brilliant stay managed get first episodes didnt find funny engaging silly hated small screen black white look fifties trying achieve fan especially spent several thousand pounds large screen tv failed hold attention gave first episodes star third stars hence score stars give one episode try third improve towards end must improve leaps bounds get watch anymore disappointed expected much much better marvel studios well even flop suppose paragraph review episodes 4th episode brilliant love stay making sense think disney realest first episodes together everyone would got hope theres another series follow stick folks,0.133,0.38,POSITIVE
2021-01-19,8,strange departure standard mcu well worth wandavision possibly date strangest entry mcu also mcu gave us gun totting raccoon sentient tree far episodes premiered therefore much known exactly connects back mcu films continues following events avengers endgame hunches ill keep say wandavision appears homage tv sitcom era 1960s 70s youve ever watched various syndicated shows nick nights roster bewitched dream genie gilligans island etc youll find something completely relatable hearkens golden age tv americana first moment first episode particularly clear whats going wanda vision appear living idealized american suburb surrounded friendly neighbors vision isnt hiding identity android ability change appearance red faced robotic superhero saw avengers normal looking man paul bettany without make prosthetics however closely tuned mcu series giving plenty clues easter eggs might headed say refreshing change standard superhero action adventures delves weirder part marvel comics lore stick assure pay worth,0.048,0.209,POSITIVE
2021-01-18,10,finally something new first two episodes fantastic show entertaining gave nostalgic vibes black white shows parents used put show funny left feeling happy rest night cant wait see next,0.0,0.529,POSITIVE
2021-02-03,8,keep going dont base opinion first two episodes alone definitely kicks wish episodes longer,0.109,0.293,POSITIVE
2021-05-12,10,good show great show fun thrilling well written,0.0,0.922,POSITIVE
2021-02-12,9,unexpected twist bit skeptical till end 1st episode damn full surprise one guy thought endgame marvel wont much offer boy wrong kevin feige made sure marvel going anywhere anytime soon looking forward future episodes,0.18,0.222,POSITIVE
2021-01-15,1,internationally appealing confused targeted far probably made american audience cannot relate style humor hope gonna get better show gets colorful,0.171,0.121,NEGATIVE
2021-03-21,7,show great alright show could better needs story,0.0,0.696,POSITIVE
2021-02-22,10,great show great action first two episodes show released disney started kinda slow exciting almost tension watched first two three episodes thought formula lot sitcom one two exciting moments wasnt since episode three four become really marvel like character dislike conclusion show humor action tension cool exciting characters already excited falcon winter soldier,0.066,0.534,POSITIVE
2021-03-18,8,wandavision mainstream fantastic show every actor excellent job happy biggest fan mcu,0.0,0.819,POSITIVE
2021-02-01,10,fantastic time made guys tv show wandavision masterpiece episode makes want watch,0.0,0.704,POSITIVE
2021-02-06,10,one best unique good work mcu quality content love way universe expanding beautiful stuff,0.0,0.8,POSITIVE
2021-03-03,8,good referral marvel enjoyed watching shaving excited ninth episode good subtlety good regular intent almost predictable events excellent effects thanks marvel,0.119,0.758,POSITIVE
2021-02-19,5,complete boring mess dont get people excited show complete mess fragmented poorly delivered story carries likeable elements like say gotg came curveball wanda vision great characters destroys,0.343,0.372,POSITIVE
2021-01-18,5,ignore whatever rating episodes period early judge fairly judge anyway love lucy wanda vision disneys marvels avengers fun think corny dumb,0.174,0.375,POSITIVE
2021-03-28,10,thanos fantastic show every actor excellent job happy biggest fan mcu,0.0,0.836,POSITIVE
2021-01-19,1,huh may dumbest thing ever watched characters changed become dumb versions script terrible leave beaver vision wanda still use format jokes leave beaver except dont work,0.345,0.114,NEGATIVE
2021-01-18,1,worst theres response worst series story behind thats nothing watch marvel making worst series,0.867,0.0,NEGATIVE
2021-04-24,10,good series till episode felt something new less fun sitcom picked blew roof,0.0,0.56,POSITIVE
2021-09-02,1,terrible worst marvel ever show terrible skip first episodes might bearable watch olsen voice really annoying wanda vision good thing save 9x 40mins episodes dont watch,0.448,0.286,NEGATIVE
2021-02-16,7,best series ever best series ever watched amazing story great actors fantastic set something mcu never done makes unique love everything series full stop,0.02,0.823,POSITIVE
2021-01-15,1,holy hell show anyone rates paid disney bigtime couldnt bare watch even fast forward,0.261,0.0,NEGATIVE
2022-04-21,6,tell good story stop wasting time setting sequels much appreciate marvel comics miniseries wandavision things really dislike like setting movies series tip thanks lack focus telling good story never going watch wandavision starts imitating sitcoms bygone eras fun interesting twist origin story one superheroes figured early grieving loss loved one without watching marvel shows liked idea conceptually thought fun even appreciated darkness behind really liked character darcy lewis snarky fun well acted also thought neighbor agnes fantastic character loved hair attitude end loose ends shameless preparation additional shows left bad taste mouth made feel like story wasnt finished hence spend time telling good story audience beg different short would two selling points use recommending people would recommend maybe marvel maniacs,0.158,0.455,POSITIVE
2021-01-15,1,disappointed expected two superheroes living whole different era black white get creative idea want action old comedy like bewitched hope change im disappointed thought show going,0.359,0.33,NEGATIVE
2021-02-17,10,masterpiece show nothing like youve seen literally combination old genre current era fascinating keep toes marvel fans rewarding show doubt everyone love sit relax enjoy something simmilar tv show,0.095,0.495,POSITIVE
2022-01-07,1,simply amaz jk awful would give sadly bought reviews keep unfunny unintelligent simply worthy marvel movie show,0.475,0.215,NEGATIVE
2021-03-07,10,marvellous first thought black white comedy sitcom showing episode everything goes according marvel standards love highly recommended mcu,0.0,0.453,POSITIVE
2021-07-27,10,incredible feel love couple felt wandas pain courage really loved series love wisconsin,0.122,0.583,POSITIVE
2021-01-22,1,wanted watch dream jeannie episode far nonsense sitcom garbage intrigue episodes im still uninterested anything theyre saying,0.458,0.271,NEGATIVE
2021-12-15,10,time favorite show show experience watch fun watch couldnt watch next episode soon enough huge marvel fan fun see would next marvel never really done anything like cool see going take show even energy around show everyone watching coming theories thought would happen episode catches attention didnt give back acting phenomenal definitely worth awards visuals also stunning usual marvel project way added plot every episode revealed last two episodes easy follow never expected happened finale leaves bit cliff hanger explains happened well still left wondering going know questions future wanda vision show always top favorite shows good every way,0.0,0.434,POSITIVE
2021-02-13,10,unexpected expected everything needed,0.0,0.0,NEGATIVE
2023-03-29,6,found middle part show best part show way boring start three first episodes much mystery interesting got curious could cut sitcom bit maybe sitcom one half episode something like sitcom even funny boring tedious say wait builds something great opinion show good third boring possible much better interesting build found middle part show best part started get really interesting story got good emotional cast great good acting especially elizabeth olsen fantastic fell short last episode like final battle much ill give middle part,0.166,0.585,POSITIVE
2021-03-05,10,typical mcu show worth watching top notch roller coaster ride plenty emotion love action magic many questions unanswered end day masterpiece dont overhype theories enjoy show dont miss post credits perfect beginning phase marvel thanks choosing fan,0.066,0.558,POSITIVE
2021-02-20,1,waste time watching min could gets better far havent energy waste time show,0.426,0.0,NEGATIVE
2021-01-29,10,better experience marvel really good show toxic fans reduced rating,0.0,0.638,POSITIVE
2021-03-25,5,meh didnt like first episodes persevered last episode still didnt like didnt care characters things cheesy natural high hopes like lot marvel stuff meh,0.261,0.301,POSITIVE
2021-01-15,5,hopeful watch regardless alright show could better needs story,0.0,0.292,POSITIVE
2021-02-15,9,fall love fantastic show every actor excellent job happy biggest fan mcu,0.0,0.849,POSITIVE
2021-03-05,5,mcu original still mcu alright show could better needs story,0.0,0.204,POSITIVE
2021-01-15,10,unexpected wonderful show one year since ive saw spider man far home marvel cinematic universe finally come back heart classic television wandavision without doubt amazing superhero show mixture comedy drama science fiction marvel studios show set events avengers endgame wanda maximoff vision begin realize everything seems casting elizabeth olsen paul bettany wonderfully talented visual effects mesmerizing setting terrific cinematography amazing wandavision indeed amazing superhero show watch disney,0.191,0.391,POSITIVE
2021-07-13,5,last episodes drag bit alright show could better needs story,0.174,0.0,NEGATIVE
2021-09-29,1,disney really paying reviews title says show garbage theres way show deserves average rating im assuming angry woke activists purposely tried drive score disney really paying flood,0.458,0.0,NEGATIVE
2021-01-16,9,wonderful depends sense humor dude 20s laughing whole time hate shows like friends absurd bizarre mix mcu 50s sitcoms wonderful performances makes daring entertaining marvel piece ive seen since infinity war cant wait see goes youre looking action go rewatch endgame youre looking something fresh original hint sci fi mystery watch im blast,0.095,0.533,POSITIVE
2021-01-15,2,great time take nap plus minutes show minutes credits though fair ill give one shot decide whether continue watch use great way take nap yawn,0.047,0.617,POSITIVE
2021-02-10,6,sitcom wanted watch marvel series sitcom first episodes annoying waste time yes clear something behind people amazed turns get thru annoying unfunny sitcom stuff,0.225,0.31,POSITIVE
2021-01-15,1,entertaining funny easter eggs bht needs films spoliers amke intresting feels like tv show slowly realse spoilers films,0.0,0.356,POSITIVE
2021-01-29,10,good show good recommend marvel fan wish longer need episodes time character building world building though far,0.0,0.714,POSITIVE
2021-03-06,9,see fantastic show every actor excellent job happy biggest fan mcu,0.0,0.836,POSITIVE
2021-03-06,10,skeptical first hooked next minute skeptical watch show beginning felt like marvel best movies bringing wanda vision series didnt sit right time went eventually got hang show hooked even know whats going happen next episode got better better better loved really made think show anything random one thing marvel never cease story behind every single piece work create love anyone felt skeptical watch show beginning tell watch show amazing thats say great storyline starts well love try,0.048,0.52,POSITIVE
2021-01-15,10,marvel done fantastic show every actor excellent job happy biggest fan mcu,0.0,0.845,POSITIVE
2021-01-16,7,wtf way completely question plans star wars disnay stories could greenlit would feel motivated tell couldnt make first episode kept waiting breaking fourth wall way relevant mcu wanted watch bewitched would,0.193,0.078,NEGATIVE
2021-03-05,6,worth watch great show certain issues performances nothing bad ruin show also tv show effects decent enough keep attached give try dont think regret first thought,0.0,0.628,POSITIVE
2021-01-15,1,boring im fan aint trailer looked nice imma try rest,0.625,0.0,NEGATIVE
2021-01-21,2,maybe rate higher finale moment doesnt deserve star wanted watch sitcom wouldve played married children something new great acting hear days new doesnt mean good show dull boring maybe later different looking forward whats laughs understand reality wanda created dont understand include aspect definitely watch rest series like mcu keep going like another show disaster,0.258,0.308,POSITIVE
2021-01-16,10,anazing cant wait captured whole era elements perfectly whilst also twisted modern marvel elements used cant wait,0.0,0.318,POSITIVE
2021-01-31,10,xmen fantastic show every actor excellent job happy biggest fan mcu,0.0,0.836,POSITIVE
2021-02-08,9,getting better every week admit seen trailers wandavision confused hell wanda vision somehow ended 50s sitcom watched first episodes thinking earth going layer peeled away see clever writing wv many easter eggs per episode call backs past events mcu brilliant looking forward rest season hope another hope eventually like mcu films beforehand crossovers nods series marvel tv shows falcon winter soldier starts straight loki coming later year loved last years mcu films long gap since endgame spiderman conclusion series fun continuation,0.066,0.39,POSITIVE
2021-04-16,10,show amazing one best things come mcu ever show start finish leave bored know ending people wanted still one best tv shows mcu,0.044,0.713,POSITIVE
2021-03-05,4,good one missing something shows story good perfect acting really good casting good perfect really important think marvel understand cant compete netflix marvel daredevil level shows perfect mind blowing,0.016,0.859,POSITIVE
2021-02-27,10,great unique show great story telling need shows like much say hasnt already said others one unique shows ever seen concept visuals story telling acting surprises lets forget great hidden easter eggs episode like show bet either understand mythos characters comics b watch mcu movies show heavily builds c lack imagination always nay sayers even seen mcu movies familiar comics still greatly enjoy shows creativity long open minded stick type show episode pays previous loved daredevil jessica jones etc way compare shows smart show every twist turn thought every tie perfectly outlined even call backs prior avengers movies perfectly linked listen bad reviewers look majority reviews see fantastic show sit back enjoy wandavision btw sitcom episodes actually genius pay close attention capture essence shows brought families times great watch show kids get little history lessons great older shows,0.066,0.517,POSITIVE
2021-03-05,6,liked good show show wanda becomes scarlett witch ending story vision showed wanda manupulating reality rewriting,0.083,0.521,POSITIVE
2021-02-15,10,slow build worth fantastic show every actor excellent job happy biggest fan mcu,0.0,0.826,POSITIVE
2021-01-15,3,horrible spin writers fired immediately episodes regardless story leads begin series haphazard episodes showcasing wanda vision trapped 60s television show episodes beyond boring utterly wack lack better word episodes treated like gold throwaway episodes isnt marvels standard excellence especially comes pilots get better well cant get worse suspect show tick absolutely action whatsoever first episodes confidence writers roll garbage disney sign absolutely flabbergasted watch first two wasted episodes min piece dont expect mandalorian hit making,0.451,0.124,NEGATIVE
2021-02-04,8,spoiler alert house fantastic show every actor excellent job happy biggest fan mcu,0.0,0.827,POSITIVE
2021-01-31,3,happened worst show ever needs development disappointed,0.865,0.0,NEGATIVE
2021-01-16,9,ok people ok people show came today already getting negative reviews give show chance explain whats going dont like show dont watch simple one like show far cant wait upcoming fridays,0.115,0.175,POSITIVE
2021-01-23,10,incredible thrilling elizabeth olsen performance incredible mcu edge seat ive watched show since last week like im watching carefully trying figure whats going happen next like bits sitcom sketch im hooked set tense thrilling,0.056,0.295,POSITIVE
2021-02-26,10,god level episodes rated seeing episodes increase rating awesome man see,0.0,0.718,POSITIVE
2021-01-30,9,bold creative new era marvel show something going least something keep viewer coming back next week mysteriousness shows narrative style nothing like avengers franchise based style changed lot think good thing avengers franchise enourmous amounts potential really play around science fiction genre never really maybe except doctor strange wandavision different story true sci fi time space reality nothing think finally get see full scope wanda' capabilities watching got strong legion vibes another marvel show enjoyed much expect latter seasons im going get marvel something right thinking outside box something might first glance comepletely non sensical gradually becomes well less non sensical,0.015,0.341,POSITIVE
2022-04-24,9,watch second time probably creative premise marvel ever done everything executed well particularly towards end series along pacing issues stick second viewing overall probably best written marvel story mcu also highly recommend second viewing didnt enjoy first time,0.035,0.558,POSITIVE
2022-10-28,5,overhyped found show passable nowhere near met expectations set articles recommendations made elizabeth olsen strong role really acting general quite good story quite generic basically marvel ized version truman show ending fairly well done set stage smooth way marvel build despite ending fairly exciting still convinced worth go black white episodes looking watch old sitcom would put brady bunch leave beaver black white sitcom act extend long seemed excessive point well understood much decided wrap suppose compared rather dull movies phase offered wasnt bad also hoping,0.152,0.304,POSITIVE
2021-01-15,1,star much watched first episod fast forwarded second episode saw still white black bs watch,0.0,0.0,NEGATIVE
2021-03-05,8,unique thing mcu fantastic show every actor excellent job happy biggest fan mcu,0.0,0.803,POSITIVE
2022-01-29,8,weird good fantastic show every actor excellent job happy biggest fan mcu,0.028,0.856,POSITIVE
2021-05-25,10,complex plot clever twists thought series absolute genius extremely well written show everything could possibly want entertaining tv drama suspense comedy action satire fantasy episode revealed story cleverly done could want well done marvel take bow,0.0,0.558,POSITIVE
2021-01-15,10,bit love lucy pinch marvel comics get amazing show ok first episodes crazy lets start plots detailing holy crap actually feels like oldie goodie tv show best kevin feige said preformed front live audience thats perfect detail right course corny tv back like bad plus mention whole vision wanda love thing sweet even tho vision android iron man said hes super bot hes evolving exactly idk becoming different used civil war say show really amazing cgi color changing cant wait near future,0.12,0.525,POSITIVE
2021-01-16,1,wow pure garbage cant believe ive waited crap worst marvel ever disney taking us granted read didnt like give star feel minimum thing,0.599,0.14,NEGATIVE
2021-04-17,10,marvel best cit con fantastic show every actor excellent job happy biggest fan mcu,0.0,0.878,POSITIVE
2021-12-25,8,slow burn thar gets better wandavision marvels first outing streaming world dont count netflix stuff take bold risk mysterious series built sitcom homages throughout decades mostly pays series well made impressive visuals recreations classic sitcom sets painstaking detail giving show unique flavour look marvel properties also extremely well acted especially two leads accompanied strong writing regards character study two often sidelined heroes especially wanda serving series strength unfortunately show suffers lot due constraints weekly released episodes far short completely satisfying pacing glaring issue often make viewing experience feel sluggish seven day waits series starts slow gains traction towards middle peaking episode falling formulaic somewhat unsatisfying finale also watchability strong many details picked upon series binge wouldnt noticed first time around,0.079,0.246,POSITIVE
2021-01-27,1,admit fanboys sucks sure show probably evolve something interesting doesnt mean suffer trough multiple episodes trash get reason show doesnt star rating marvel fanboys cant admit hate everything marvel releases good get p avengers movies arent great either mindless entertainment,0.42,0.32,NEGATIVE
2021-01-15,10,fresh clever satisfying watched episode im beyond excited episode need casts performance flawless love feel show unlike anything experienced cant wait hilarious one second next ominous unsettling wow marvel studios amazing,0.077,0.592,POSITIVE
2021-01-16,9,consider deliciously baffled within first minutes one thought constantly head holy guacamoly watching vision full pun intended baffling thought wider smile became fact thoroughly enjoying royally baffled multiverse written passing minute became fascinated seeing two iconic avengers unique setting definitely prelude whats come consider charmed cannot wait see leads us ps star review bombers really need get youre embarrassing clueless drivel maybe youd get didnt attention span goldfish iq rock,0.059,0.231,POSITIVE
2021-03-11,1,garbage watch agents shield anything marvel waste time,0.639,0.13,NEGATIVE
2021-02-19,10,keeps giving keeps building first bit boring episodes necessary establish premise show every episode surprises adding bit week twists turns make unique television series,0.303,0.118,NEGATIVE
2021-01-15,10,wonderful starting think gonna mad us wonderful starting must watch avoid bad reviews,0.244,0.59,POSITIVE
2021-01-17,1,rubbish speechless tried many ways describe disappointment yet always deleting wrote basically avoid cost waste time,0.617,0.0,NEGATIVE
2021-02-09,10,people appreciate small parts marvel anymorr although show may hype terms superhero content later episodes dismiss first appreciation television simply characters wanda vision youll love show wasnt mistake disney release first eps isnt going another endgame thats alright weve gotten accustomed huge battle scenes set pieces mcu cant appreciate character interaction saddens definitely give watch wont regret,0.071,0.349,POSITIVE
2021-02-15,10,watch first episodes built hype story series without would feel really worth waiting every episode every ending builds hype,0.0,0.109,POSITIVE
2021-02-27,10,best series marvel comics fantastic show every actor excellent job happy biggest fan mcu,0.0,0.878,POSITIVE
2021-12-24,1,strange mini series complete mess ambitious perhaps also artistically valuable bored death first two episodes black white sitcom style third color still sitcom style fourth episode meant explanatory episode regards first three episodes work,0.195,0.142,NEGATIVE
2022-05-01,4,great concept booring narration first episodes portrayed sitcom funny also added supsense episode still unnecessary scenes dragged series totally boring narration upto mark,0.248,0.375,POSITIVE
2021-01-30,10,unbelievable first two episodes like happening nothing understood 3rd episode got slightly unexpected 4th episode crazy,0.122,0.218,POSITIVE
2021-04-23,1,lordy av havin larf worst show ever needs development disappointed,0.8,0.0,NEGATIVE
2021-01-18,10,going mad ride paul lizzie rocking vintage performances loving far getting ready action rewatching easter eggs,0.0,0.314,POSITIVE
2021-01-15,5,top show listen im huge marvel fan see direction want go show bewitched part ok small clues nice notice boring hell maybe season gets better lets see even two stars high,0.301,0.255,NEGATIVE
2021-01-15,2,sad comedy day episodes simply horrible fan grew 50s 60s tv era pathetic dont mind b w concept also cheap fake laughter even golden age tv laughter funny got maybe laugh episodes dont know show going think everyone better popping dvd rerun bewitched favorite martian dream jeannie better satisfied comedy died,0.385,0.256,NEGATIVE
2021-01-16,3,strange show find show unusual weird odd etc question fit timeline situation things didnt vision get destroyed avengers endgame,0.231,0.206,NEGATIVE
2021-01-16,1,crap crap crap crap personally wouldnt recommend found cheesy slow irritating wont watching personally know people love thought crappy crap lol,0.547,0.176,NEGATIVE
2021-02-22,9,brilliant going bad reviews mcu manage put comedy action series found genius personally loved first episodes plot great dont know saying lack plot watching different series,0.127,0.653,POSITIVE
2021-02-19,9,pretty great im enjoying several aspects series especially creative vision making much reminiscent feel comic book hardly comic book based shows ages ages maybe ever bravo,0.0,0.633,POSITIVE
2021-03-27,7,experimental mcu project wandavision begins westview wanda vision married living couple later wanda gives birth two boys life showcased sitcom format various generations watched infinity war endgame wierd feeling watching rest show os reason proceedings heartbreaking see happened wanda vision infinity war watching living happy couple gives sort joy even though real elizabeth olsens show way conveys emotions wanda perfectly concept shown interesting showing mcu going different track production design deserves full credit recreating sitcom format show makes us know wanda called scarlett witch though nobody calls anywhere minus points felt first episodes looked interesting lacked entertainment 3rd episode things start getting clear final two episodes turns typical good vs evil mcu stuff fans enjoy didnt wanda ressurect parents brother would live happy joint family also characters used well like xmen quicksilver darcy lewis vanished last episode without clarification whole wandavision okayish series dont miss connected doctor strange multiverse madness movie,0.101,0.268,POSITIVE
2021-07-14,8,excellent marvel moving upwards mcu expanding wanda vision beginning,0.0,0.811,POSITIVE
2021-07-15,5,really know watched episodes im really superhero fan beginning weird somewhat entertaining definitely funny action whole thing grinds painful halt think trying emotional mature gets repetive boring show really takes swing every direction manages miss everything mess well made give threw lot money production acting mostly fine miscasts annoying mean girl broke girls guy fresh boat thinking worst thing whole story mess things make sense especially youre perfectly familiar happened marvel universe movies things considered decent show id describe harry potter movie everyone taking acid,0.337,0.214,NEGATIVE
2021-01-17,10,love story elizabeth olsen acted well really enjoyed laughed many spot lets see whats happening wand vision unreality life well waiting next episode,0.0,0.504,POSITIVE
2021-02-20,10,rated least show masterpiece see something else,0.0,0.406,POSITIVE
2021-02-07,10,great show new favorite love characters premise story layout costumes set designs,0.0,0.72,POSITIVE
2021-02-09,1,junk watched first episode watched second episode fast forward abandoned third,0.231,0.0,NEGATIVE
2021-03-13,6,interesting set poor execution alright show could better needs story,0.225,0.196,NEGATIVE
2021-03-21,8,good fun couple made story full action fun drama plus direction scenes professional liked serie much quantum leap marvel world,0.0,0.607,POSITIVE
2021-03-05,6,decent show enjoyed show found episodes entertaining intriguing however quite dull frankly way short get anything substance overall good show,0.065,0.61,POSITIVE
2021-01-16,10,wonderful show fantastic show every actor excellent job happy biggest fan mcu,0.0,0.876,POSITIVE
2021-01-27,3,another drip fed disney series disney clearly loves claiming success series like wandavision mandalorian require viewer sit thru countless hours useless side plots show progress main story interest glacial pace clearly produce edit shows way extend number subscribers longer duration cute instead ton ads eating time get bloated drawn side plots main story arc would otherwise take one two episodes conclude painfully drawn entire season three solely drive revenue subscriptions production quality cgi wizardry damned im going invest time story isnt progressing pace three episodes drip fed hints series im giving like episodes season mandalorian god forbid viewers expect story progress significant ways across every episode boring,0.194,0.248,POSITIVE
2021-03-05,6,honest review deep mcu fan quite felt like show built around creating suspense without quite delivering feel like copped lot decisions could really made show lot better diverse complex unique mutants multiverse full villainous wanda feel like constant suspense come close watchmen hbo series also without spoiling thought finale lacked originality reused lot tropes weve seen aka incredibles man steel watchmen hbo series prefer seeing darker better written marvel productions really hoping show going carry dark path set initially show end light pixar film ending felt antman esk film wasnt fond comparison others probably hoping considering mcu drought,0.047,0.196,POSITIVE
2021-03-06,8,slow charming start interesting flawed middle underwhelming end start little slow dont think bad people say old sitcom vibe charm general story interesting execution could better last episode surprinsingly underwhelming corny characters annoying especially rambeau hayward didnt really care anybody except wanda vision special effects great one episode particular kinda touching bad show expected think prefer marvel shows netflix final rating,0.052,0.489,POSITIVE
2021-01-30,10,plot twist tho go disney show awesome love much cant wait next friday,0.0,0.647,POSITIVE
2023-01-20,10,omg fantastic show every actor excellent job happy biggest fan mcu,0.0,0.836,POSITIVE
2021-01-15,1,yeah make sense make bad lucy sitcom average avengers characters well sucks bad jokes stupid acting maybe stand one episode dentist pulling tooth,0.556,0.125,NEGATIVE
2021-01-15,7,update terrible might interesting one kinda thing like short film something serious making entire series like hopefully setting stage something interesting far waste time total garbage update review suffering first two episodes update rating show gets much better obviously setting stage future mcu series movies,0.309,0.182,NEGATIVE
